epoch,subset,metric,score
0,train,auroc,0.48209214258609573
0,valid,auroc,0.47854177597132513
1,train,auroc,0.48526849819313256
1,valid,auroc,0.4868170507372188
2,train,auroc,0.49298243578043643
2,valid,auroc,0.4819187067611107
3,train,auroc,0.4810169944420005
3,valid,auroc,0.4843286726185819
4,train,auroc,0.5007721765438612
4,valid,auroc,0.48281820485086596
5,train,auroc,0.4946307047998005
5,valid,auroc,0.4853684873862125
6,train,auroc,0.5175153236216969
6,valid,auroc,0.48095676595536996
7,train,auroc,0.4857684841126444
7,valid,auroc,0.4821051377436073
8,train,auroc,0.49061956591205114
8,valid,auroc,0.4825086827673176
9,train,auroc,0.5105603661389848
9,valid,auroc,0.47899125586656494
10,train,auroc,0.5136450539102674
10,valid,auroc,0.4767002541490314
11,train,auroc,0.5340760351505565
11,valid,auroc,0.47614185836700096
12,train,auroc,0.534361856201825
12,valid,auroc,0.4741955476190305
13,train,auroc,0.5045262018596789
13,valid,auroc,0.46521205043935987
14,train,auroc,0.5416392343609175
14,valid,auroc,0.48162138612781236
15,train,auroc,0.5444051340931824
15,valid,auroc,0.4832771946999771
16,train,auroc,0.5627377207534436
16,valid,auroc,0.4956905554315474
17,train,auroc,0.5857593832308973
17,valid,auroc,0.5010426856971011
18,train,auroc,0.5741283695604792
18,valid,auroc,0.5008652263692001
19,train,auroc,0.548947184538878
19,valid,auroc,0.5030918116067372
20,train,auroc,0.5659178375867767
20,valid,auroc,0.5312328417105858
21,train,auroc,0.5664983844729378
21,valid,auroc,0.5082569725905186
22,train,auroc,0.5634391251631954
22,valid,auroc,0.5208415124917729
23,train,auroc,0.5803250381041156
23,valid,auroc,0.5038549405466393
24,train,auroc,0.5931215818650513
24,valid,auroc,0.4909398848900829
25,train,auroc,0.5930070251991875
25,valid,auroc,0.5569533194045405
26,train,auroc,0.5653089850616951
26,valid,auroc,0.4921697193020483
27,train,auroc,0.5599851942702314
27,valid,auroc,0.5096303534760138
28,train,auroc,0.583466015680906
28,valid,auroc,0.5071543562407188
29,train,auroc,0.5834687964165866
29,valid,auroc,0.49404443624634586
30,train,auroc,0.5928511593385334
30,valid,auroc,0.5032100580143073
31,train,auroc,0.5816870038637116
31,valid,auroc,0.5001360102836694
32,train,auroc,0.5463311391346402
32,valid,auroc,0.4993192308492856
33,train,auroc,0.5218274892020658
33,valid,auroc,0.5222697999033932
34,train,auroc,0.5092690599981817
34,valid,auroc,0.48653444361745724
35,train,auroc,0.5016717043524397
35,valid,auroc,0.4779317034588241
36,train,auroc,0.5083618168536115
36,valid,auroc,0.4784746679949501
37,train,auroc,0.49695022412408113
37,valid,auroc,0.5299084460591827
38,train,auroc,0.4985310000271322
38,valid,auroc,0.4778179428785518
39,train,auroc,0.48359330586587995
39,valid,auroc,0.4761759506544643
40,train,auroc,0.4969558981107586
40,valid,auroc,0.47484778690813095
41,train,auroc,0.4940084629520496
41,valid,auroc,0.47319449039925293
42,train,auroc,0.49982814089077926
42,valid,auroc,0.4746751722737116
43,train,auroc,0.47987311551311035
43,valid,auroc,0.4736098780070295
44,train,auroc,0.48889669923781487
44,valid,auroc,0.4726622918486417
45,train,auroc,0.4875754318755763
45,valid,auroc,0.4715280952746654
